observation.date,common.name,observation.count,juvenile.count,egg.count,phenological.stage,unclear how many eggs,problematic,breed,behaviour,notes,age.sex,breeding.code,breeding.category,behavior.code,breeding.possibility,sampling.time,survey.id,doy,spec.code,time,num.observers,sampling.effort,effort.multiplier,observers,date,period,year,month,day,survey.num,transect,start.time,end.time,rec.num,end.time.filled,transect.id,scientific.name,locality,protocol.type
2012-08-19,Common Redpoll,2,1,0,nest_w_chicks,NA,NA,NA,NA,ad fem. feeding short-tailed juv.,"Unknown Sex, Juvenile (1); Female, Adult (1)",FY,C4,FY,Confirmed,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2013-06-12,American Pipit,2,0,6,nest_w_eggs,NA,NA,NA,NA,"fem flushed from nest on west side of Pauline Cove. Nest: 6 browng eggs, SE-facing on ground, grass cup lined with finer grasses; habitat&",,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-06-12,Lapland Longspur,20,0,1,nest_w_eggs,NA,NA,NA,NA,"Nest on grassy tussock, grass cup lined with feathers, one egg; female flushed.",,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-06-12,Lapland Longspur,30,0,3,nest_w_eggs,NA,NA,NA,NA,"Nest with 3 eggs; female flushed, nest at south-side base of tussock, grass cup lined with feathers.",,NE,C4,NE,Confirmed,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Bell Bluff--east,Traveling
2013-06-11,Least Sandpiper,1,0,3,nest_w_eggs,NA,NA,NA,NA,Fem flushed from nest with 3 eggs; on ground under cover of dead grasses and leaves; open expanse of moist grassy/moss tundra at the base of the alluvial fan.,"Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris minutilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-06-09,Northern Harrier,2,NA,1,nest_w_eggs,NA,NA,NA,NA,"Pair at nest with one egg, on ground in willows. Both of the pair looked like females, no males seen. A helper?","Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Circus hudsonius,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-06-12,Rough-legged Hawk,15,NA,NA,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Bell Bluff--east,Traveling
2013-06-12,Sandhill Crane,15,0,2,nest_w_eggs,NA,NA,NA,NA,Nest made of grass with 2 eggs on mud ridge along dry creek about 150m from ocean.,,NE,C4,NE,Confirmed,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antigone canadensis,Qikiqtaruk--Bell Bluff--east,Traveling
2013-06-11,Semipalmated Plover,6,0,4,nest_w_eggs,NA,NA,NA,NA,Nest with 4 eggs on gravel flats; a shallow cup nest with twigs and dead grass.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-10,Common Eider,20,15,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (15); Female, Adult (5)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-11,Common Eider,18,6,0,nest_w_chicks,NA,NA,NA,NA,2 ad fem. with 6 young; plus 10 ad fems.,"Female, Adult (12); Unknown Sex, Juvenile (6)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-14,Common Eider,15,13,0,nest_w_chicks,NA,NA,NA,NA,2 ad. fem with 13 young.,"Female, Adult (2); Unknown Sex, Juvenile (13)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-15,Common Eider,14,12,0,nest_w_chicks,NA,NA,NA,NA,,"Female, Adult (2); Unknown Sex, Juvenile (12)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-13,Common Eider,39,12,0,nest_w_chicks,NA,NA,NA,NA,comprised of 25 fem-type flying west; and locally 2 ad. fem. with 12 young.,"Female, Adult (2); Unknown Sex, Juvenile (12)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-17,Common Eider,18,12,0,nest_w_chicks,NA,NA,NA,NA,includes 2 ad. fem with 12 young.,"Unknown Sex, Juvenile (12); Female, Adult (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-16,Common Eider,14,12,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (12); Female, Adult (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-12,Common Eider,24,6,0,nest_w_chicks,NA,NA,NA,NA,2 ad fem. with 6 young; plus 16 ad. fem.,"Unknown Sex, Juvenile (6); Female, Adult (18)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-09,Common Eider,30,20,0,nest_w_chicks,NA,NA,NA,NA,includes 3 ad. fem. with 20 young.,"Female, Adult (3); Unknown Sex, Juvenile (20); Unknown Sex, Adult (7)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-16,Semipalmated Plover,10,8,0,nest_w_chicks,NA,NA,NA,NA,"comprised of 2 adults, 6 juveniles, and 2 local juveniles -- still downy.","Unknown Sex, Juvenile (8); Unknown Sex, Adult (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-17,Semipalmated Plover,10,8,0,nest_w_chicks,NA,NA,NA,NA,comprised of 2 ads with 4 tiny young; and 4 fully-fledged juvs.,"Unknown Sex, Adult (2); Unknown Sex, Juvenile (8)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-18,Semipalmated Plover,10,8,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (8); Unknown Sex, Adult (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2013-08-09,Semipalmated Plover,10,5,0,nest_w_chicks,NA,NA,NA,NA,includes 4 migrant adults; 1 local adult with 3 fluffy young; and 2 juvs.,"Unknown Sex, Adult (5); Unknown Sex, Juvenile (5)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-13,Canada Goose,20,0,10,nest_w_eggs,NA,Y,NA,NA,2 nests; 4 eggs and 6 eggs.,,NE,C4,NE,Confirmed,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Branta canadensis,Qikiqtaruk--Bell Bluff--east,Traveling
2014-06-24,Common Eider,1,0,5,nest_w_eggs,NA,NA,NA,NA,Somehow missed recording the total for the day. But did record a female on a nest with 5 eggs.,"Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-15,Common Eider,40,0,4,nest_w_eggs,NA,NA,NA,NA,including 1 nest with 4 eggs.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-18,Common Eider,40,0,5,nest_w_eggs,NA,NA,NA,NA,Nest with 5 eggs.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-16,Greater White-fronted Goose,10,0,0,nest,NA,NA,NA,NA,one nest found.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Bell Bluff--east,Historical
2014-06-16,Horned Lark,1,0,0,nest,NA,NA,NA,NA,ad. fem. flushed from nest.,"Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-13,Horned Lark,6,2,0,nest_w_chicks,NA,NA,NA,NA,2 pairs plus 2 fully-fledged but local juveniles.,"Male, Adult (2); Unknown Sex, Juvenile (2); Female, Adult (2)",FL,C4,FL,Confirmed,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--Bell Bluff--east,Traveling
2014-06-14,Horned Lark,2,0,0,pre_nesting,NA,NA,NA,NA,Pair carrying food.,"Female, Adult (1); Male, Adult (1)",CF,C4,CF,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--Fish Creek,Historical
2014-06-16,Horned Lark,2,0,0,nest,NA,NA,NA,NA,pair at nest.,"Female, Adult (1); Male, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--Ice Creek--west,Historical
2014-06-14,Lapland Longspur,6,0,5,nest_w_eggs,NA,NA,NA,NA,Fem. flushed from nest with 5 eggs.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Fish Creek,Historical
2014-06-13,Lapland Longspur,10,0,0,pre_nesting,NA,NA,NA,NA,5 pairs.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-12,Lapland Longspur,10,0,0,nest,NA,NA,NA,NA,5 pairs. Two nests found.,"Female, Adult (5); Male, Adult (5)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-14,Least Sandpiper,1,0,0,nest,NA,NA,NA,NA,on nest.,"Unknown Sex, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris minutilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-25,Northern Harrier,2,0,3,nest_w_eggs,NA,NA,NA,NA,Pair at nest with 3 eggs on aluvial fan.,"Male, Adult (1); Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Circus hudsonius,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-13,Peregrine Falcon,6,0,4,nest_w_eggs,NA,NA,NA,NA,"3 pairs. Two nests, both with 4 eggs.",,NE,C4,NE,Confirmed,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--Bell Bluff--east,Traveling
2014-06-13,Rough-legged Hawk,8,0,0,pre_nesting,NA,NA,NA,NA,4 pairs.,,NE,C4,NE,Confirmed,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Bell Bluff--east,Traveling
2014-06-13,Semipalmated Plover,8,0,0,nest,NA,NA,NA,NA,4 pairs. Two nests found.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-12,Semipalmated Plover,6,0,0,nest,NA,NA,NA,NA,3 pairs. One nest found.,"Male, Adult (3); Female, Adult (3)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-12,Semipalmated Sandpiper,11,0,0,nest,NA,NA,NA,NA,4 pairs + 3 extra. Four nests found.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-06-14,Snow Bunting,6,0,0,nest,NA,NA,NA,NA,3 pairs. A second nest found.,"Male, Adult (3); Female, Adult (3)",NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-08-07,Common Eider,45,14,0,nest_w_chicks,NA,Y,NA,NA,includes female with 14 small ducklings.,"Unknown Sex, Juvenile (14); Male, Adult (3); Female, Adult (28)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-08-08,Common Eider,41,14,0,nest_w_chicks,NA,Y,NA,NA,includes 14 ducklings.,"Unknown Sex, Juvenile (14); Female, Adult (27)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-08-16,Common Eider,42,13,0,nest_w_chicks,NA,Y,NA,NA,groups of 25 females with 2 males; and 2 females with 13 young.,"Female, Adult (27); Male, Adult (2); Unknown Sex, Juvenile (13)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-08-13,Common Eider,20,14,0,nest_w_chicks,NA,Y,NA,NA,6 ad. fem with 14 ducklings.,"Unknown Sex, Juvenile (14); Female, Adult (6)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-08-11,Common Eider,14,11,0,nest_w_chicks,NA,Y,NA,NA,3 adult females with 11 ducklings.,"Unknown Sex, Juvenile (11); Female, Adult (3)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-08-09,Common Eider,20,14,0,nest_w_chicks,NA,Y,NA,NA,includes 14 ducklings.,"Unknown Sex, Juvenile (14)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2014-08-07,Northern Wheatear,7,6,0,nest_w_chicks,NA,Y,NA,NA,1 ad. female with 6 juveniles including 1 still showing traces of down.,"Female, Adult (1); Unknown Sex, Juvenile (6)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oenanthe oenanthe,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-12,Canada Goose,2,0,0,nest,NA,NA,NA,NA,pair on nest.,"Male, Adult (1); Female, Adult (1)",ON,C4,ON,Confirmed,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Branta canadensis,Qikiqtaruk--Collinson Head,Stationary
2015-06-22,Common Eider,1,0,0,nest,NA,NA,NA,NA,Flushed from nest.,"Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--South Bluff (Simpson Point to Collinson Head),Historical
2015-06-20,Green-winged Teal,1,0,0,nest,NA,NA,NA,NA,female on nest.,"Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-19,Green-winged Teal,1,0,0,no_nest,NA,NA,NA,NA,,"Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-12,Lapland Longspur,8,1,0,nest_w_chicks,Y,NA,NA,NA,Nest with young found.,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-22,Lapland Longspur,1,1,0,nest_w_chicks,NA,NA,NA,NA,fledgling.,"Unknown Sex, Juvenile (1)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--South Bluff (Simpson Point to Collinson Head),Historical
2015-06-25,Lapland Longspur,20,3,0,nest_w_chicks,NA,NA,NA,NA,includes 3 fledglings.,"Unknown Sex, Adult (17); Unknown Sex, Juvenile (3)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-24,Lapland Longspur,20,4,0,nest_w_chicks,NA,NA,NA,NA,includes 4 fledglings.,"Unknown Sex, Adult (16); Unknown Sex, Juvenile (4)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-15,Long-tailed Jaeger,2,0,2,nest_w_eggs,NA,NA,NA,NA,2 adults at nest with 2 eggs.,"Male, Adult (1); Female, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stercorarius longicaudus,Qikiqtaruk--Ice Creek--east,Historical
2015-06-12,Peregrine Falcon,2,0,0,no_nest,NA,NA,NA,NA,,"Male, Adult (1); Female, Adult (1)",ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--South Bluff (Simpson Point to Collinson Head),Historical
2015-06-21,Red-throated Loon,4,0,0,nest,NA,NA,NA,NA,includes 2 ad. RTLO on nest at edge of lake.,"Unknown Sex, Adult (4)",ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavia stellata,Qikiqtaruk--Bell Bluff--east,Historical
2015-06-20,Rough-legged Hawk,2,0,0,nest,NA,NA,NA,NA,adult pair at nest on navigation tower.,"Female, Adult (1); Male, Adult (1)",ON,C4,ON,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Ivvavik NP--Catton Point,Historical
2015-06-12,Semipalmated Plover,6,0,0,no_nest,NA,NA,NA,NA,3 pairs.,"Male, Adult (3); Female, Adult (3)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-20,Semipalmated Plover,2,0,4,nest_w_eggs,NA,NA,NA,NA,pair at nest with 4 eggs.,"Female, Adult (1); Male, Adult (1)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Ivvavik NP--Catton Point,Historical
2015-06-15,Semipalmated Plover,6,0,0,no_nest,NA,NA,NA,NA,3 pairs.,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-16,Semipalmated Plover,6,0,0,no_nest,NA,NA,NA,NA,3 nesting pairs.,,DD,C4,DD,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2015-06-16,Semipalmated Sandpiper,12,0,0,no_nest,NA,NA,NA,NA,6 nesting pairs.,,DD,C4,DD,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2015-06-23,Semipalmated Sandpiper,14,0,0,nest_w_chicks,NA,NA,NA,NA,5 adult pairs; plus 4 tiny young just hatched today.,,FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-12,Semipalmated Sandpiper,8,0,0,no_nest,NA,NA,NA,NA,4 pairs.,"Female, Adult (4); Male, Adult (4)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-22,Snow Bunting,9,5,0,nest_w_chicks,NA,NA,NA,NA,2 pairs; plus 5 fledglings.,"Female, Adult (2); Unknown Sex, Juvenile (5); Male, Adult (2)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-24,Snow Bunting,8,4,0,nest_w_chicks,NA,NA,NA,NA,"4 fledglings; and now round two begins as males are singing, and females are nesting again.","Female, Adult (2); Male, Adult (2); Unknown Sex, Juvenile (4)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-21,Snow Bunting,5,1,0,nest_w_chicks,NA,NA,NA,NA,"2 pairs, plus one fledgling fresh out of nest.","Female, Adult (2); Male, Adult (2); Unknown Sex, Juvenile (1)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2015-06-23,Snow Bunting,10,4,0,nest_w_chicks,NA,NA,NA,NA,"3 pairs; plus 4 juv. fledglings, still short tailed but now being ignored by parents.","Unknown Sex, Juvenile (4); Female, Adult (3); Male, Adult (3)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
